po_line_id,supplier_id,supplier_country,category,order_date,ack_date,promised_date,requested_lead_time_days,quantity,unit_price,total_value,incoterms,shipping_mode,destination_region,payment_terms_days,is_rush_order,price_dev_from_supplier_avg,supplier_open_po_count,supplier_on_time_rate_trailing365,supplier_mean_delay_trailing365,supplier_n_orders_trailing365,actual_delivery_date,delay_days,is_late
PO-0029327,SUP-0081,MX,Chemicals,2025-06-16,2025-06-18,2025-07-11,23,313,84.45,26433.93,CIF,Road,NA-East,45,0,1.105,4,0.7733333333333333,2.6133333333333333,75,2025-07-09,-2,0
PO-0010836,SUP-0093,DE,Raw Materials,2023-12-29,2023-12-29,2024-01-15,17,451,5.58,2516.98,DDP,Rail,EU-East,45,0,-1.521,8,0.9540229885057472,-1.2758620689655173,87,2024-01-14,-1,0
PO-0027318,SUP-0115,BR,MRO,2023-02-16,2023-02-17,2023-02-24,7,361,150.75,54420.99,FOB,Rail,EU-West,60,0,0.138,2,1.0,-1.0,8,2023-02-27,3,1
PO-0038042,SUP-0078,PL,Packaging,2025-06-15,2025-06-15,2025-06-24,9,329,8.33,2739.57,FOB,Sea,NA-East,45,0,-0.304,4,0.7704918032786885,1.2131147540983607,61,2025-06-23,-1,0
PO-0001749,SUP-0002,BR,Electronics,2023-03-07,2023-03-08,2023-03-27,19,261,82.46,21522.82,EXW,Sea,NA-East,60,0,-1.564,5,0.8888888888888888,-1.5555555555555556,9,2023-03-27,0,0
PO-0021307,SUP-0138,CN,MRO,2023-05-01,2023-05-02,2023-05-10,8,365,178.31,65084.5,DDP,Sea,NA-East,30,0,0.046,5,0.868421052631579,0.0,38,2023-05-09,-1,0
PO-0019194,SUP-0019,VN,MRO,2025-01-31,2025-02-01,2025-02-08,7,406,255.32,103660.35,FOB,Road,APAC,60,0,1.1,3,0.7815126050420168,0.5546218487394958,119,2025-02-07,-1,0
PO-0018214,SUP-0055,BR,Raw Materials,2023-10-26,2023-10-29,2023-11-13,15,371,8.19,3039.82,EXW,Road,NA-West,45,0,-1.074,1,0.75,0.175,80,2023-11-16,3,1
PO-0028348,SUP-0066,CN,Raw Materials,2023-12-18,2023-12-21,2024-01-04,14,422,29.5,12448.31,FOB,Road,LATAM,90,0,0.276,0,0.7971014492753623,0.3188405797101449,69,2024-01-03,-1,0
PO-0001266,SUP-0108,IN,Custom Fabrication,2023-12-03,2023-12-06,2024-01-21,46,295,372.23,109807.72,EXW,Air,EU-East,30,0,-1.087,7,0.6724137931034483,7.689655172413793,58,2024-01-17,-4,0
PO-0039510,SUP-0074,PL,MRO,2025-04-16,2025-04-18,2025-04-26,8,19,129.99,2469.84,CIF,Road,EU-East,30,0,-0.217,4,0.7192982456140351,2.6578947368421053,114,2025-04-26,0,0
PO-0024636,SUP-0126,VN,Custom Fabrication,2023-01-24,2023-01-24,2023-03-05,40,215,1423.56,306064.85,DDP,Road,LATAM,45,0,0.805,7,,,0,2023-03-05,0,0
PO-0027888,SUP-0041,PL,Packaging,2025-06-12,2025-06-15,2025-06-25,10,371,22.08,8190.12,DDP,Sea,EU-East,90,0,2.298,1,0.7692307692307692,2.3461538461538463,78,2025-06-23,-2,0
PO-0000378,SUP-0083,US,Packaging,2025-05-20,2025-05-21,2025-05-30,9,156,10.79,1682.98,DDP,Air,APAC,30,0,-0.094,4,0.865979381443299,3.185567010309278,97,2025-06-15,16,1
PO-0039635,SUP-0101,MX,Raw Materials,2023-10-24,2023-10-25,2023-11-07,13,353,21.0,7414.47,EXW,Rail,NA-East,45,0,-0.56,5,0.7746478873239436,-0.04225352112676056,71,2023-11-07,0,0
PO-0006195,SUP-0122,IN,MRO,2025-05-24,2025-05-24,2025-06-01,8,206,109.21,22496.96,EXW,Air,EU-East,30,0,-0.5,0,0.8111888111888113,0.23776223776223776,143,2025-06-01,0,0
PO-0020281,SUP-0079,PL,Electronics,2024-07-28,2024-07-30,2024-08-10,11,481,399.2,192014.47,EXW,Sea,APAC,45,1,1.028,5,0.7971014492753623,3.8550724637681157,69,2024-08-08,-2,0
PO-0011694,SUP-0092,BR,Electronics,2023-01-03,2023-01-03,2023-01-20,17,447,22.5,10059.03,EXW,Road,NA-East,45,0,0.0,0,,,0,2023-01-19,-1,0
PO-0018213,SUP-0123,BR,Chemicals,2023-05-09,2023-05-09,2023-05-29,20,41,73.86,3028.45,EXW,Road,NA-East,90,0,0.943,1,0.8518518518518519,-0.18518518518518517,27,2023-05-24,-5,0
PO-0008239,SUP-0019,VN,MRO,2023-02-22,2023-02-24,2023-03-05,9,217,29.09,6313.45,CIF,Air,LATAM,60,0,-1.945,3,0.5833333333333333,0.6666666666666666,12,2023-03-07,2,1
PO-0027376,SUP-0046,DE,Electronics,2023-12-11,2023-12-11,2024-01-03,23,53,22.13,1172.67,CIF,Rail,EU-West,30,0,-1.652,3,0.9333333333333333,-0.6888888888888889,45,2024-01-02,-1,0
PO-0022045,SUP-0076,VN,Packaging,2024-06-15,2024-06-17,2024-06-26,9,262,14.47,3790.18,DDP,Sea,APAC,45,0,0.809,5,0.6153846153846154,6.0,91,2024-07-03,7,1
PO-0003014,SUP-0023,VN,Raw Materials,2023-09-10,2023-09-13,2023-09-20,7,107,29.8,3188.24,FOB,Air,LATAM,30,1,0.255,4,0.8939393939393939,-0.22727272727272727,66,2023-09-19,-1,0
PO-0035023,SUP-0013,PL,Raw Materials,2025-05-25,2025-05-28,2025-06-15,18,401,17.02,6826.77,EXW,Rail,EU-West,90,0,-0.505,8,0.7976190476190477,2.011904761904762,84,2025-06-14,-1,0
PO-0026681,SUP-0095,MX,Electronics,2023-06-17,2023-06-19,2023-07-03,14,286,410.63,117441.27,CIF,Road,EU-East,90,0,1.268,6,0.7419354838709677,0.6451612903225806,31,2023-07-01,-2,0
PO-0010604,SUP-0072,MX,Packaging,2023-10-26,2023-10-29,2023-11-04,6,297,10.79,3205.17,CIF,Air,EU-West,90,1,0.102,0,0.855072463768116,0.7971014492753623,69,2023-11-04,0,0
PO-0008176,SUP-0000,DE,Custom Fabrication,2023-10-17,2023-10-20,2023-12-05,46,259,1959.42,507489.74,DDP,Air,LATAM,30,0,1.595,14,0.7222222222222222,6.37037037037037,54,2023-12-31,26,1
PO-0007218,SUP-0083,US,Packaging,2025-04-06,2025-04-09,2025-04-21,12,51,16.77,855.45,FOB,Sea,NA-West,45,0,0.854,4,0.8705882352941177,2.9411764705882355,85,2025-04-21,0,0
PO-0004407,SUP-0048,PL,Custom Fabrication,2023-12-06,2023-12-07,2024-01-11,35,22,109.88,2417.29,EXW,Sea,APAC,60,0,-1.518,11,0.8780487804878049,-2.9390243902439024,82,2024-01-05,-6,0
PO-0028582,SUP-0042,DE,Raw Materials,2024-03-30,2024-03-31,2024-04-13,13,284,7.18,2039.61,CIF,Sea,EU-West,30,0,-1.198,5,0.8604651162790697,-0.8488372093023255,86,2024-04-12,-1,0
PO-0036610,SUP-0091,US,Raw Materials,2023-01-01,2023-01-01,2023-01-14,13,485,15.63,7581.78,DDP,Road,NA-East,45,0,0.0,0,,,0,2023-01-27,13,1
PO-0010490,SUP-0024,VN,Custom Fabrication,2023-01-03,2023-01-03,2023-03-07,63,473,1009.8,477634.3,EXW,Rail,NA-West,45,0,0.0,0,,,0,2023-04-07,31,1
PO-0023058,SUP-0124,CN,MRO,2023-02-15,2023-02-16,2023-02-23,7,278,158.25,43994.07,EXW,Air,NA-West,60,0,0.093,3,0.9166666666666666,-0.3333333333333333,12,2023-02-25,2,1
PO-0013587,SUP-0080,DE,Raw Materials,2025-05-22,2025-05-24,2025-06-06,13,387,54.81,21211.86,EXW,Road,APAC,45,0,1.851,3,0.8020833333333334,0.5729166666666666,96,2025-06-03,-3,0
PO-0026373,SUP-0038,CN,Custom Fabrication,2023-01-01,2023-01-04,2023-02-15,42,173,841.78,145627.45,CIF,Road,EU-East,45,0,0.0,0,,,0,2023-02-11,-4,0
PO-0010449,SUP-0023,VN,Raw Materials,2023-05-25,2023-05-25,2023-06-10,16,458,43.65,19992.59,EXW,Air,LATAM,45,0,1.257,6,0.8387096774193549,0.1935483870967742,31,2023-06-06,-4,0
PO-0024976,SUP-0058,VN,Raw Materials,2023-04-29,2023-04-29,2023-05-08,9,273,16.86,4603.7,DDP,Air,APAC,45,1,-0.534,6,0.8095238095238095,2.619047619047619,21,2023-05-17,9,1
PO-0015406,SUP-0027,PL,Electronics,2025-05-16,2025-05-17,2025-06-10,24,447,267.87,119739.48,CIF,Air,LATAM,90,0,0.15,4,0.8,0.47692307692307695,65,2025-06-09,-1,0
PO-0033913,SUP-0034,US,Raw Materials,2023-07-01,2023-07-04,2023-07-16,12,356,52.02,18519.95,CIF,Road,EU-West,30,0,1.827,3,0.7560975609756098,0.0975609756097561,41,2023-07-14,-2,0
PO-0004751,SUP-0124,CN,MRO,2024-01-29,2024-01-31,2024-02-07,7,78,286.93,22380.53,EXW,Rail,EU-West,30,0,1.463,2,0.753968253968254,0.8253968253968254,126,2024-02-07,0,0
PO-0009718,SUP-0038,CN,Custom Fabrication,2025-06-16,2025-06-18,2025-07-31,43,84,1690.85,142031.13,DDP,Road,APAC,60,0,1.128,17,0.5847457627118644,4.3474576271186445,118,2025-09-03,34,1
PO-0034173,SUP-0050,IN,MRO,2024-07-23,2024-07-24,2024-07-31,7,373,5.98,2232.01,DDP,Sea,APAC,45,0,-1.602,0,0.875,0.07291666666666667,96,2024-07-31,0,0
PO-0033545,SUP-0106,IN,Chemicals,2024-01-25,2024-01-28,2024-02-18,21,152,30.8,4680.89,DDP,Road,EU-East,30,0,-0.905,5,0.7857142857142857,0.0,84,2024-02-17,-1,0
PO-0014284,SUP-0124,CN,MRO,2023-12-22,2023-12-24,2023-12-30,6,463,303.72,140620.13,DDP,Road,NA-East,90,0,1.674,3,0.7777777777777778,0.5641025641025641,117,2024-01-05,6,1
PO-0031571,SUP-0124,CN,MRO,2023-03-05,2023-03-06,2023-03-09,3,309,76.84,23743.28,FOB,Sea,NA-East,45,1,-0.732,2,0.7894736842105263,0.5263157894736842,19,2023-03-17,8,1
PO-0039209,SUP-0145,CN,Custom Fabrication,2023-10-25,2023-10-27,2023-12-10,44,250,1452.86,363214.34,FOB,Air,NA-East,30,0,0.714,15,0.6727272727272727,4.672727272727273,55,2023-12-13,3,1
PO-0010389,SUP-0098,BR,Electronics,2024-10-05,2024-10-06,2024-10-28,22,446,87.09,38840.28,FOB,Road,EU-West,30,0,-1.097,1,0.7,1.4333333333333333,60,2024-11-02,5,1
PO-0033726,SUP-0088,VN,Packaging,2023-08-28,2023-08-30,2023-09-08,9,149,2.77,413.47,EXW,Air,EU-East,30,0,-1.215,2,0.6666666666666667,3.486111111111111,72,2023-09-06,-2,0
PO-0023141,SUP-0004,PL,Packaging,2025-06-09,2025-06-10,2025-06-19,9,118,3.89,459.03,FOB,Sea,APAC,60,0,-1.134,2,0.9263157894736842,0.14736842105263157,95,2025-06-19,0,0
PO-0004878,SUP-0034,US,Raw Materials,2023-07-24,2023-07-26,2023-08-14,19,365,8.35,3048.46,DDP,Air,EU-West,30,0,-1.055,5,0.7708333333333334,-0.020833333333333332,48,2023-08-14,0,0
PO-0001813,SUP-0016,VN,Chemicals,2023-12-14,2023-12-14,2024-01-05,22,189,11.16,2108.5,CIF,Air,LATAM,90,0,-1.482,4,0.8470588235294118,0.8823529411764706,85,2024-01-05,0,0
PO-0017365,SUP-0135,PL,MRO,2023-10-25,2023-10-25,2023-10-29,4,130,73.44,9547.16,DDP,Sea,NA-East,90,1,-0.873,0,0.9444444444444444,-0.2777777777777778,90,2023-10-28,-1,0
PO-0006684,SUP-0149,BR,Chemicals,2024-07-06,2024-07-07,2024-07-21,14,87,58.57,5095.96,FOB,Road,NA-West,60,0,0.118,4,0.9397590361445783,-1.5180722891566265,83,2024-07-18,-3,0
PO-0015195,SUP-0070,DE,Packaging,2025-06-14,2025-06-16,2025-06-26,10,166,4.06,673.55,EXW,Sea,APAC,60,0,-1.024,3,0.7126436781609196,0.6206896551724138,87,2025-06-26,0,0
PO-0036644,SUP-0067,CN,Custom Fabrication,2025-06-07,2025-06-10,2025-07-10,30,494,665.29,328652.89,EXW,Air,NA-West,45,0,-0.693,15,0.7821782178217822,-2.8118811881188117,101,2025-07-04,-6,0
PO-0036224,SUP-0026,US,Packaging,2023-01-01,2023-01-01,2023-01-08,7,375,6.01,2252.69,FOB,Road,APAC,30,0,0.0,0,,,0,2023-01-23,15,1
PO-0025459,SUP-0145,CN,Custom Fabrication,2023-12-08,2023-12-11,2024-01-19,39,283,295.64,83665.95,CIF,Sea,LATAM,30,0,-1.179,8,0.6111111111111112,5.986111111111111,72,2024-01-17,-2,0
PO-0016840,SUP-0045,VN,MRO,2023-12-04,2023-12-04,2023-12-14,10,303,136.61,41393.35,DDP,Air,EU-West,45,0,-0.253,3,0.9603960396039604,-0.22772277227722773,101,2023-12-14,0,0
PO-0031085,SUP-0009,MX,Custom Fabrication,2023-05-13,2023-05-13,2023-07-13,61,476,1193.36,568037.44,DDP,Sea,EU-East,60,0,0.248,21,0.6923076923076923,-1.3846153846153846,26,2023-07-11,-2,0
PO-0000130,SUP-0105,MX,Packaging,2023-01-13,2023-01-13,2023-01-22,9,498,2.24,1116.96,FOB,Road,NA-West,90,0,-1.305,4,,,0,2023-01-22,0,0
PO-0039773,SUP-0089,VN,Custom Fabrication,2025-04-21,2025-04-23,2025-06-03,41,179,499.31,89376.79,FOB,Road,NA-West,60,0,-0.858,18,0.5900000000000001,6.92,100,2025-05-30,-4,0
PO-0034149,SUP-0141,PL,Chemicals,2023-03-08,2023-03-08,2023-03-25,17,209,68.02,14216.54,EXW,Rail,EU-East,90,0,0.626,2,0.9166666666666666,-0.3333333333333333,12,2023-03-24,-1,0
PO-0015312,SUP-0127,DE,Electronics,2023-12-22,2023-12-24,2024-01-15,22,410,310.37,127251.26,DDP,Rail,APAC,30,0,0.301,2,0.5873015873015873,10.666666666666666,63,2024-02-20,36,1
PO-0016926,SUP-0003,US,Raw Materials,2023-01-06,2023-01-07,2023-01-23,16,20,23.65,473.09,DDP,Sea,APAC,30,0,1.125,2,,,0,2023-01-23,0,0
PO-0016494,SUP-0062,BR,Electronics,2023-12-26,2023-12-26,2024-01-19,24,385,281.37,108327.44,FOB,Road,EU-East,60,0,0.179,6,0.9,-2.0285714285714285,70,2024-01-18,-1,0
PO-0009347,SUP-0047,BR,Chemicals,2025-06-01,2025-06-02,2025-06-22,20,357,62.86,22441.66,DDP,Air,EU-East,60,0,0.443,7,0.5543478260869565,12.75,92,2025-10-11,111,1
PO-0026971,SUP-0093,DE,Raw Materials,2025-03-11,2025-03-13,2025-03-28,15,262,41.35,10832.56,DDP,Road,LATAM,45,0,1.002,3,0.9047619047619048,-0.3523809523809524,105,2025-03-28,0,0
PO-0018963,SUP-0047,BR,Chemicals,2023-12-11,2023-12-14,2023-12-22,8,26,15.79,410.57,EXW,Road,NA-West,30,1,-1.237,4,0.5294117647058824,15.485294117647058,68,2024-01-27,36,1
PO-0027819,SUP-0024,VN,Custom Fabrication,2024-04-24,2024-04-24,2024-05-26,32,318,455.96,144996.34,DDP,Air,NA-East,30,0,-1.059,12,0.4301075268817204,12.225806451612904,93,2024-05-19,-7,0
PO-0039047,SUP-0083,US,Packaging,2023-04-05,2023-04-06,2023-04-20,14,284,9.76,2772.36,DDP,Air,NA-West,60,0,0.097,2,1.0,-0.7857142857142857,14,2023-04-27,7,1
PO-0025983,SUP-0136,PL,Custom Fabrication,2023-01-08,2023-01-11,2023-01-30,19,227,501.67,113878.96,CIF,Sea,EU-East,30,1,-1.314,1,,,0,2023-01-28,-2,0
PO-0003812,SUP-0140,CN,Raw Materials,2025-02-13,2025-02-13,2025-02-25,12,430,14.03,6033.03,DDP,Road,NA-East,60,0,-0.665,5,0.8152173913043479,0.8152173913043478,92,2025-02-24,-1,0
PO-0031894,SUP-0124,CN,MRO,2023-11-29,2023-12-01,2023-12-08,7,256,241.73,61882.65,CIF,Sea,APAC,90,0,1.026,1,0.7678571428571428,0.625,112,2023-12-08,0,0
PO-0015872,SUP-0146,DE,MRO,2024-01-15,2024-01-16,2024-01-23,7,164,58.88,9656.33,DDP,Road,APAC,30,0,-1.19,3,0.7075471698113207,0.5,106,2024-01-31,8,1
PO-0035420,SUP-0106,IN,Chemicals,2023-11-29,2023-12-02,2023-12-29,27,335,20.7,6935.55,EXW,Air,EU-East,60,0,-1.227,2,0.8205128205128205,-0.16666666666666666,78,2023-12-23,-6,0
PO-0016312,SUP-0063,CN,Chemicals,2023-11-10,2023-11-12,2023-11-30,18,423,97.62,41292.4,FOB,Road,NA-West,30,0,1.847,5,0.8987341772151899,-0.3291139240506329,79,2023-11-26,-4,0
