risk_probability,risk_tier,recommended_action
0.6068952796810732,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6063582090003432,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6935864615350237,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.3191424722992969,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4431170565717964,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6013255392798236,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5852666840114317,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.28588350415852876,Medium,Automated supplier check-in email.
0.5788485239896999,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6570413748866031,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5753237830521364,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4195704623361271,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.2831314071463855,Medium,Automated supplier check-in email.
0.6096695903552706,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4291579544330956,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4733367574819623,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.38386198248125236,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4323830650960804,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.30360193086697407,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7065457608175165,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4870321203068395,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6607509640724164,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6890097453574547,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.33013695072934046,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7119248203928099,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6120615661127112,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.40600469480154094,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6597108212092683,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4281080393351093,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5214243447927381,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.32476538140089156,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.38045689433833974,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6554668994592849,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.713805431676596,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.7299911829811377,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.44589075905947995,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3763483994228095,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5334550742940677,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7119378267779872,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4341360958378948,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3013110265478424,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5715996091194817,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4426728129186406,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5166246123937939,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.408536450976661,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.29787261649998775,Medium,Automated supplier check-in email.
0.5104776866788295,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5168552236463452,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3673646531806442,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.28966397755274553,Medium,Automated supplier check-in email.
0.30603665682612985,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.45283396833738093,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.45788171453509485,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5066441568199994,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4401849930276678,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.610658936206473,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5950403946865669,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5319231098680773,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3691643601362608,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6384414265739871,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.47001687108575585,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.38101085629326087,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6650548038317522,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4530933408900045,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.47236604115496317,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.44502825853986266,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.44592744139153234,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.36627920410547193,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3898317024159773,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6409578981212032,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.3068042980775622,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.616982682826824,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5681469879901424,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5932839415080632,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6654782109109444,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5918345265304907,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6101946788129244,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.43788219901411013,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.32526241296309444,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3809611585747926,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3582625730649637,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3400988271698904,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.43540392500416286,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4217165608367374,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5667047318024118,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.29473556048632105,Medium,Automated supplier check-in email.
0.4280528383572735,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6844101722757925,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.46628103390344067,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6150303416524845,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4114574397956829,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4725698465816039,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.37698152653373795,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5319545611408254,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4105248370990394,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3582709048135874,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3743630925810034,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7166646488248453,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.30359983008127056,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6916703422431895,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5115165819665486,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4496346277593475,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.2976482509005241,Medium,Automated supplier check-in email.
0.46379430735288146,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.44564277469840086,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.32526241296309444,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.29646716162801867,Medium,Automated supplier check-in email.
0.407806895077911,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5965504503975885,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.2953925568829597,Medium,Automated supplier check-in email.
0.6446762437496233,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5686671212710267,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6837476168568665,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6492783485444004,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.2877542410444038,Medium,Automated supplier check-in email.
0.2832422572725754,Medium,Automated supplier check-in email.
0.7031763054803007,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.2964588735993148,Medium,Automated supplier check-in email.
0.5468053906606316,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.38678750817756624,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.440154343723598,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.48869019293500543,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4299875145492758,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6569072775123542,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5747379743612545,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.43693963796361884,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.31367361339072114,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6251877458575207,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.46374774029463683,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4496926866071648,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5506447952309746,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5709396682627428,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4301307119894089,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4291095695208503,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.44178283742807656,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4319152618283285,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7054660722534906,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5727025509238675,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.2931920495234877,Medium,Automated supplier check-in email.
0.6236123594433641,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.40241328710069124,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6478150808674246,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.38189077345105243,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3769743051622697,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6125596392411448,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5764482165338752,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.705479249609358,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.38190333705035934,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.44091870233236163,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3004093864917249,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4245343559149322,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.33237959631358316,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6901976450844244,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6171518060936331,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5159548832516988,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.443995504380638,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6233121676074623,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5674683165154819,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7056826576894204,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.3095366393918942,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.29100070277838735,Medium,Automated supplier check-in email.
0.3937498131710993,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5667047318024118,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.362314918020733,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4844334627595276,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.43355595877539005,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6142017609328179,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5284207104462989,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5520057465255201,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.30267571060286125,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.36454731244822197,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6088572512922129,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4598368688513263,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6151314823669316,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5761639040914489,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3077174624147157,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3652882859048409,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4808156094627669,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4248202023330198,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5469783163861138,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6880505824148484,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.576114366120095,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3944806807847317,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5627931887541701,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.45346549467660796,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.31530243700547783,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6181594657628933,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.7937668985708036,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6425169073702349,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.34035955619678865,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.44566964952387894,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4822394761620479,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5842273486816085,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5181007520324615,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4474408761075553,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.45190118360069476,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.38392946301341513,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3852397716412409,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5445327473582022,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4542833030233721,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3095349902757398,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.458745237499219,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3038144496873472,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.41718350509565205,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.31241317857543854,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6843614286192972,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.42632905651082137,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3111806336580175,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.36567280604575947,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5701757963042972,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.43382653667088006,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3086642980813775,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.32030522066876016,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.42589234175092583,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3160955252349091,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6671720905568518,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.3761557171087292,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.44628833717439365,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6601137731857047,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.556999289934935,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4610422204084912,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.47438405298966635,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.47797981766429887,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3768019001704264,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5211759890128826,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.56154429346129,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6265029502894871,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5825831928722042,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.544266216503678,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6311910351120192,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.3049824793208806,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6458958810086851,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.48936818659642134,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4796056728976129,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3035202032518475,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.31374688871954,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.504685956506842,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5598494114138036,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.729190521079267,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.43303647897803904,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3740657719786582,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3806669394599315,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5517154385230922,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.575765294885806,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5665168072603916,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5744747871058714,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6236819354027153,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.45704553933678405,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4365096254611055,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.336125970090025,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3874378608896057,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.30439618017098286,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5118991055525589,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3768415977061657,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.43436944499560987,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.49413428237783025,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5779761574283921,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3554216242687758,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3778342804933004,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7005909610911835,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5885064372831599,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.36384373704913553,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.38773585746810485,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5481246668534018,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3885590694917114,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.30509606867916067,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6491024364176529,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.29929590337144846,Medium,Automated supplier check-in email.
0.5729909510066216,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3031441226312259,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5545891366645789,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.576307413718456,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.47751093883170115,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4630578806548527,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.45691394466073676,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4190500261235416,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3108643529841733,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3139765915218594,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4042829195190845,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.46321613781931376,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7701808144079397,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.47773821773428354,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.39582825204265837,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6799724960497991,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.3828118969881786,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6233271538215889,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5467679083235795,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.2901416383639475,Medium,Automated supplier check-in email.
0.41213585161504385,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.28491411473892386,Medium,Automated supplier check-in email.
0.6667796504224839,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.5000823272070689,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.7126040767719228,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4059597935496345,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.38311430064255814,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6299737537106727,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.2942257143620697,Medium,Automated supplier check-in email.
0.39951250317203557,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5957442896105154,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5336063492610356,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.36721911884707137,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.713805431676596,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.42365456482485886,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3789403748080982,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4290610469722985,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.40659597580758255,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6954293426143201,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.42216961786754376,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.41777326174510515,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5488894383779904,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.2948525975009612,Medium,Automated supplier check-in email.
0.4246572898393281,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.44621893680248975,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4971518616501499,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.31050664271946965,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.386763454132519,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4709121233230496,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6229966280279171,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.6207106155864582,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.4372515347726475,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4255381857651438,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4022929298696779,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.40952055163403633,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.43005285416773914,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.3215798242651634,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.6284459706084774,Critical,Escalate: evaluate alternate sourcing / expedite fees; alert downstream planning to adjust schedule or safety stock.
0.32411208495269306,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5786066865901799,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4759060294926108,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4399807309445843,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.4307240880632366,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
0.5231650660542451,High,Buyer follow-up call with supplier; evaluate expedite shipping quote.
